,"N","966873"
"TF72","N","1372718"
"TF73","N","1372719"
"TF74","N","1372720"
"TF75","N","1372721"
"TF76","N","1372722"
"TF77","N","1372723"
"TF78","N","1372724"
"TF79","N","1372725"
"TF7A","N","1372726"
"TF7B","N","1372727"
"TF7C","N","1372728"
"TF7D","N","1372729"
"TF7E","N","1372730"
"TF7F","N","1372731"
"TF7G","N","1372732"
"TF7H","N","1372733"
"TF7I","N","1372734"
"TF7J","N","1372735"
"TF7K","N","1372736"
"TF7L","N","1372737"
"TF7M","N","1372738"
"TF7N","N","1372739"
"TF7O","N","1372740"
"TF7P","N","1372741"
"TF7Q","N","1372742"
"TF7R","N","1372743"
"TF7S","N","1372744"
"TF7T","N","1372745"
"TF7U","N","1372746"
"TF7V","N","1372747"
"TF7W","N","1372748"
"TF7X","N","1372749"
"TF7Y","N","1372750"
"TF7Z","N","1372751"
"TF80","N","1372752"
"TF81","N","1372753"
"TF82","N","1372754"
"TF83","N","1372755"
"TF84","N","1372756"
"TF85","N","1372757"
"TF86","N","1372758"
"TF87","N","1372759"
"TF88","N","1372760"
"TF89","N","1372761"
"TF8A","N","1372762"
"TF8B","N","1372763"
"TF8C","N","1372764"
"TF8D","N","1372765"
"TF8E","N","1372766"
"TF8F","N","1372767"
"TF8G","N","1372768"
"TF8H","N","1372769"
"TF8I","N","1372770"
"TF8J","N","1372771"
"TF8K","N","1372772"
"TF8L","N","1372773"
"TF8M","N","1372774"
"TF8N","N","1372775"
"TF8O","N","1372776"
"TF8P","N","1372777"
"TF8Q","N","1372778"
"TF8R","N","1372779"
"TF8S","N","1372780"
"TF8T","N","1372781"
"TF8U","N","1372782"
"TF8V","N","1372783"
"TF8W","N","1372784"
"TF8X","N","1372785"
"TF8Y","N","1372786"
"TF8Z","N","1372787"
"TF90","N","1372788"
"TF91","N","1372789"
"TF92","N","1372790"
"TF93","N","1372791"
"TF94","N","1372792"
"TF95","N","1372793"
"TF96","N","1372794"
"TF97","N","1372795"
"TF98","N","1372796"
"TF99","N","1372797"
"TF9A","N","1372798"
"TF9B","N","1372799"
"TF9C","N","1372800"
"TF9D","N","1372801"
"TF9E","N","1372802"
"TF9F","N","1372803"
"TF9G","N","1372804"
"TF9H","N","1372805"
"TF9I","N","1372806"
"TF9J","N","1372807"
"TF9K","N","1372808"
"TF9L","N","1372809"
"TF9M","N","1372810"
"TF9N","N","1372811"
"TF9O","N","1372812"
"TF9P","N","1372813"
"TF9Q","N","1372814"
"TF9R","N","1372815"
"TF9S","N","1372816"
"TF9T","N","1372817"
"TF9U","N","1372818"
"TF9V","N","1372819"
"TF9W","N","1372820"
"TF9X","N","1372821"
"TF9Y","N","1372822"
"TF9Z","N","1372823"
"TFA0","N","1372824"
"TFA1","N","1372825"
"TFA2","N","1372826"
"TFA3","N","1372827"
"TFA4","N","1372828"
"TFA5","N","1372829"
"TFA6","N","1372830"
"TFA7","N","1372831"
"TFA8","N","1372832"
"TFA9","N","1372833"
"TFAA","N","1372834"
"TFAB","N","1372835"
"TFAC","N","1372836"
"TFAD","N","1372837"
"TFAE","N","1372838"
"TFAF","N","1372839"
"TFAG","N","1372840"
"TFAH","N","1372841"
"TFAI","N","1372842"
"TFAJ","N","1372843"
"TFAK","N","1372844"
"TFAL","N","1372845"
"TFAM","N","1372846"
"TFAN","N","1372847"
"TFAO","N","1372848"
"TFAP","N","1372849"
"TFAQ","N","1372850"
"TFAR","N","1372851"
"TFAS","N","1372852"
"TFAT","N","1372853"
"TFAU","N","1372854"
"TFAV","N","1372855"
"TFAW","N","1372856"
"TFAX","N","1372857"
"TFAY","N","1372858"
"TFAZ","N","1372859"
"TFB0","N","1372860"
"TFB1","N","1372861"
"TFB2","N","1372862"
"TFB3","N","1372863"
"TFB4","N","1372864"
"TFB5","N","1372865"
"TFB6","N","1372866"
"TFB7","N","1372867"
"TFB8","N","1372868"
"TFB9","N","1372869"
"TFBA","N","1372870"
"TFBB","N","1372871"
"TFBC","N","1372872"
"TFBD","N","1372873"
"TFBE","N","1372874"
"TFBF","N","1372875"
"TFBG","N","1372876"
"TFBH","N","1372877"
"TFBI","N","1372878"
"TFBJ","N","1372879"
"TFBK","N","1372880"
"TFBL","N","1372881"
"TFBM","N","1372882"
"TFBN","N","1372883"
"TFBO","N","1372884"
"TFBP","N","1372885"
"TFBQ","N","1372886"
"TFBR","N","1372887"
"TFBS","N","1372888"
"TFBT","N","1372889"
"TFBU","N","1372890"
"TFBV","N","1372891"
"TFBW","N","1372892"
"TFBX","N","1372893"
"TFBY","N","1372894"
"TFBZ","N","1372895"
"TFC0","N","1372896"
"TFC1","N","1372897"
"TFC2","N","1372898"
"TFC3","N","1372899"
"TFC4","N","1372900"
"TFC5","N","1372901"
"TFC6","N","1372902"
"TFC7","N","1372903"
"TFC8","N","1372904"
"TFC9","N","1372905"
"TFCA","N","1372906"
"TFCB","N","1372907"
"TFCC","N","1372908"
"TFCD","N","1372909"
"TFCE","N","1372910"
"TFCF","N","1372911"
"TFCG","N","1372912"
"TFCH","N","1372913"
"TFCI","N","1372914"
"TFCJ","N","1372915"
"TFCK","N","1372916"
"TFCL","N","1372917"
"TFCM","N","1372918"
"TFCN","N","1372919"
"TFCO","N","1372920"
"TFCP","N","1372921"
"TFCQ","N","1372922"
"TFCR","N","1372923"
"TFCS","N","1372924"
"TFCT","N","1372925"
"TFCU","N","1372926"
"TFCV","N","1372927"
"TFCW","N","1372928"
"TFCX","N","1372929"
"TFCY","N","1372930"
"TFCZ","N","1372931"
"TFD0","N","1372932"
"TFD1","N","1372933"
"TFD2","N","1372934"
"TFD3","N","1372935"
"TFD4","N","1372936"
"TFD5","N","1372937"
"TFD6","N","1372938"
"TFD7","N","1372939"
"TFD8","N","1372940"
"TFD9","N","1372941"
"TFDA","N","1372942"
"TFDB","N","1372943"
"TFDC","N","1372944"
"TFDD","N","1372945"
"TFDE","N","1372946"
"TFDF","N","1372947"
"TFDG","N","1372948"
"TFDH","N","1372949"
"TFDI","N","1372950"
"TFDJ","N","1372951"
"TFDK","N","1372952"
"TFDL","N","1372953"
"TFDM","N","1372954"
"TFDN","N","1372955"
"TFDO","N","1372956"
"TFDP","N","1372957"
"TFDQ","N","1372958"
"TFDR","N","1372959"
"TFDS","N","1372960"
"TFDT","N","1372961"
"TFDU","N","1372962"
"TFDV","N","1372963"
"TFDW","N","1372964"
"TFDX","N","1372965"
"TFDY","N","1372966"
"TFDZ","N","1372967"
"TFE0","N","1372968"
"TFE1","N","1372969"
"TFE2","N","1372970"
"TFE3","N","1372971"
"TFE4","N","1372972"
"TFE5","N","1372973"
"TERS","N","1372168"
"TFE6","N","1372974"
"TFE7","N","1372975"
"TFE8","N","1372976"
"TFE9","N","1372977"
"TFEA","N","1372978"
"TFEB","N","1372979"
"TFEC","N","1372980"
"TFED","N","1372981"
"TFEE","N","1372982"
"TFEF","N","1372983"
"TFEG","N","1372984"
"TFEH","N","1372985"
"TFEI","N","1372986"
"TFEJ","N","1372987"
"TFEK","N","1372988"
"TFEL","N","1372989"
"TFEM","N","1372990"
"TFEN","N","1372991"
"TFEO","N","1372992"
"TFEP","N","1372993"
"TFEQ","N","1372994"
"TFER","N","1372995"
"TFES","N","1372996"
"TFET","N","1372997"
"TFEU","N","1372998"
"TFEV","N","1372999"
"TFEW","N","1373000"
"TFEX","N","1373001"
"TFEY","N","1373002"
"TFEZ","N","1373003"
"TFF0","N","1373004"
"TFF1","N","1373005"
"TFF2","N","1373006"
"TFF3","N","1373007"
"TFF4","N","1373008"
"TFF5","N","1373009"
"TFF6","N","1373010"
"TFF7","N","1373011"
"TFF8","N","1373012"
"TFF9","N","1373013"
"TFFA","N","1373014"
"TFFB","N","1373015"
"TFFC","N","1373016"
"TFFD","N","1373017"
"TFFE","N","1373018"
"TFFF","N","1373019"
"TFFG","N","1373020"
"TFFH","N","1373021"
"TFFI","N","1373022"
"TFFJ","N","1373023"
"TFFK","N","1373024"
"TFFL","N","1373025"
"TFFM","N","1373026"
"TFFN","N","1373027"
"TFFO","N","1373028"
"TFFP","N","1373029"
"TFFQ","N","1373030"
"TFFR","N","1373031"
"TFFS","N","1373032"
"TFFT","N","1373033"
"TFFU","N","1373034"
"TFFV","N","1373035"
"TFFW","N","1373036"
"TFFX","N","1373037"
"TFFY","N","1373038"
"TFFZ","N","1373039"
"TFG0","N","1373040"
"TFG1","N","1373041"
"TFG2","N","1373042"
"TFG3","N","1373043"
"TFG4","N","1373044"
"TFG5","N","1373045"
"TFG6","N","1373046"
"TFG7","N","1373047"
"TFG8","N","1373048"
"TFG9","N","1373049"
"TFGA","N","1373050"
"TFGB","N","1373051"
"TFGC","N","1373052"
"TFGD","N","1373053"
"TFGE","N","1373054"
"TFGF","N","1373055"
"TFGG","N","1373056"
"TFGH","N","1373057"
"TFGI","N","1373058"
"TFGJ","N","1373059"
"TFGK","N","1373060"
"TFGL","N","1373061"
"TFGM","N","1373062"
"TFGN","N","1373063"
"TFGO","N","1373064"
"TFGP","N","1373065"
"TFGQ","N","1373066"
"TFGR","N","1373067"
"TFGS","N","1373068"
"TFGT","N","1373069"
"TFGU","N","1373070"
"TFGV","N","1373071"
"TFGW","N","1373072"
"TFGX","N","1373073"
"TFGY","N","1373074"
"TFGZ","N","1373075"
"TFH0","N","1373076"
"TFH1","N","1373077"
"TFH2","N","1373078"
"TFH3","N","1373079"
"TFH4","N","1373080"
"TFH5","N","1373081"
"TFH6","N","1373082"
"TFH7","N","1373083"
"TFH8","N","1373084"
"TFH9","N","1373085"
"TFHA","N","1373086"
"TFHB","N","1373087"
"TFHC","N","1373088"
"TFHD","N","1373089"
"TFHE","N","1373090"
"TFHF","N","1373091"
"TFHG","N","1373092"
"TFHH","N","1373093"
"TFHI","N","1373094"
"TFHJ","N","1373095"
"TFHK","N","1373096"
"TFHL","N","1373097"
"TFHM","N","1373098"
"TFHN","N","1373099"
"TFHO","N","1373100"
"TFHP","N","1373101"
"TFHQ","N","1373102"
"TFHR","N","1373103"
"TFHS","N","1373104"
"TFHT","N","1373105"
"TFHU","N","1373106"
"TFHV","N","1373107"
"TFHW","N","1373108"
"TFHX","N","1373109"
"TFHY","N","1373110"
"TFHZ","N","1373111"
"TFI0","N","1373112"
"TFI1","N","1373113"
"TFI2","N","1373114"
"TFI3","N","1373115"
"TFI4","N","1373116"
"TFI5","N","1373117"
"TFI6","N","1373118"
"TFI7","N","1373119"
"TFI8","N","1373120"
"TFI9","N","1373121"
"TFIA","N","1373122"
"TFIB","N","1373123"
"TFIC","N","1373124"
"TFID","N","1373125"
"TFIE","N","1373126"
"TFIF","N","1373127"
"TFIG","N","1373128"
"TFIH","N","1373129"
"TFII","N","1373130"
"TFIJ","N","1373131"
"TFIK","N","1373132"
"TFIL","N","1373133"
"TFIM","N","1373134"
"TFIN","N","1373135"
"TFIO","N","1373136"
"TFIP","N","1373137"
"TFIQ","N","1373138"
"TFIR","N","1373139"
"TFIS","N","1373140"
"TFIT","N","1373141"
"TFIU","N","1373142"
"TFIV","N","1373143"
"TFIW","N","1373144"
"TFIX","N","1373145"
"TFIY","N","1373146"
"TFIZ","N","1373147"
"TFJ0","N","1373148"
"TFJ1","N","1373149"
"TFJ2","N","1373150"
"TFJ3","N","1373151"
"TFJ4","N","1373152"
"TFJ5","N","1373153"
"TFJ6","N","1373154"
"TFJ7","N","1373155"
"TFJ8","N","1373156"
"TFJ9","N","1373157"
"TFJA","N","1373158"
"TFJB","N","1373159"
"TFJC","N","1373160"
"TFJD","N","1373161"
"TFJE","N","1373162"
"TFJF","N","1373163"
"TFJG","N","1373164"
"TFJH","N","1373165"
"TFJI","N","1373166"
"TFJJ","N","1373167"
"TFJK","N","1373168"
"TFJL","N","1373169"
"TFJM","N","1373170"
"TFJN","N","1373171"
"TFJO","N","1373172"
"TFJP","N","1373173"
"TFJQ","N","1373174"
"TFJR","N","1373175"
"TFJS","N","1373176"
"TFJT","N","1373177"
"TFJU","N","1373178"
"TFJV","N","1373179"
"TFJW","N","1373180"
"TFJX","N","1373181"
"TFJY","N","1373182"
"TFJZ","N","1373183"
"TFK0","N","1373184"
"TFK1","N","1373185"
"TFK2","N","1373186"
"TFK3","N","1373187"
"TFK4","N","1373188"
"TFK5","N","1373189"
"TFK6","N","1373190"
"TFK7","N","1373191"
"TFK8","N","1373192"
"TFK9","N","1373193"
"TFKA","N","1373194"
"TFKB","N","1373195"
"TFKC","N","1373196"
"TFKD","N","1373197"
"TFKE","N","1373198"
"TFKF","N","1373199"
"TFKG","N","1373200"
"TFKH","N","1373201"
"TFKI","N","1373202"
"TFKJ","N","1373203"
"TFKK","N","1373204"
"TFKL","N","1373205"
"TFKM","N","1373206"
"TFKN","N","1373207"
"TFKO","N","1373208"
"TFKP","N","1373209"
"TFKQ","N","1373210"
"TFKR","N","1373211"
"TFKS","N","1373212"
"TFKT","N","1373213"
"TFKU","N","1373214"
"TFKV","N","1373215"
"TFKW","N","1373216"
"TFKX","N","1373217"
"TFKY","N","1373218"
"TFKZ","N","1373219"
"TFL0","N","1373220"
"TFL1","N","1373221"
"TFL2","N","1373222"
"TFL3","N","1373223"
"TFL4","N","1373224"
"TFL5","N","1373225"
"TFL6","N","1373226"
"TFL7","N","1373227"
"TFL8","N","1373228"
"TFL9","N","1373229"
"TFLA","N","1373230"
"TFLB","N","1373231"
"TFLC","N","1373232"
"TFLD","N","1373233"
"TFLE","N","1373234"
"TFLF","N","1373235"
"TFLG","N","1373236"
"TFLH","N","1373237"
"TFLI","N","1373238"
"TFLJ","N","1373239"
"TFLK","N","1373240"
"TFLL","N","1373241"
"TFLM","N","1373242"
"TFLN","N","1373243"
"TFLO","N","1373244"
"TFLP","N","1373245"
"TFLQ","N","1373246"
"TFLR","N","1373247"
"TFLS","N","1373248"
"TFLT","N","1373249"
"TFLU","N","1373250"
"TFLV","N","1373251"
"TFLW","N","1373252"
"TFLX","N","1373253"
"TFLY","N","1373254"
"TFLZ","N","1373255"
"TFM0","N","1373256"
"TFM1","N","1373257"
"TFM2","N","1373258"
"TFM3","N","1373259"
"TFM4","N","1373260"
"TFM5","N","1373261"
"TFM6","N","1373262"
"TFM7","N","1373263"
"TFM8","N","1373264"
"TFM9","N","1373265"
"TFMA","N","1373266"
"TFMB","N","1373267"
"TFMC","N","1373268"
"TFMD","N","1373269"
"TFME","N","1373270"
"TFMF","N","1373271"
"TFMG","N","1373272"
"TFMH","N","1373273"
"TFMI","N","1373274"
"TFMJ","N","1373275"
"TFMK","N","1373276"
"TFML","N","1373277"
"TFMM","N","1373278"
"TFMN","N","1373279"
"TFMO","N","1373280"
"TFMP","N","1373281"
"TFMQ","N","1373282"
"TFMR","N","1373283"
"TFMS","N","1373284"
"TFMT","N","1373285"
"TFMU","N","1373286"
"TFMV","N","1373287"
"TFMW","N","1373288"
"TFMX","N","1373289"
"TFMY","N","1373290"
"TFMZ","N","1373291"
"TFN0","N","1373292"
"TFN1","N","1373293"
"TFN2","N","1373294"
"TFN3","N","1373295"
"TFN4","N","1373296"
"TFN5","N","1373297"
"TFN6","N","1373298"
"TFN7","N","1373299"
"TFN8","N","1373300"
"TFN9","N","1373301"
"TFNA","N","1373302"
"TFNB","N","1373303"
"TFNC","N","1373304"
"TFND","N","1373305"
"TFNE","N","1373306"
"TFNF","N","1373307"
"TFNG","N","1373308"
"TFNH","N","1373309"
"TFNI","N","1373310"
"TFNJ","N","1373311"
"TFNK","N","1373312"
"TFNL","N","1373313"
"TFNM","N","1373314"
"TFNN","N","1373315"
"TFNO","N","1373316"
"TFNP","N","1373317"
"TFNQ","N","1373318"
"TFNR","N","1373319"
"TFNS","N","1373320"
"TFNT","N","1373321"
"TFNU","N","1373322"
"TFNV","N","1373323"
"TFNW","N","1373324"
"TFNX","N","1373325"
"TFNY","N","1373326"
"TFNZ","N","1373327"
"TFO0","N","1373328"
"TFO1","N","1373329"
"TFO2","N","1373330"
"TFO3","N","1373331"
"TFO4","N","1373332"
"TFO5","N","1373333"
"TFO6","N","1373334"
"TFO7","N","1373335"
"TFO8","N","1373336"
"TFO9","N","1373337"
"TFOA","N","1373338"
"TFOB","N","1373339"
"TFOC","N","1373340"
"TFOD","N","1373341"
"TFOE","N","1373342"
"TFOF","N","1373343"
"TFOG","N","1373344"
"TFOH","N","1373345"
"TFOI","N","1373346"
"TFOJ","N","1373347"
"TFOK","N","1373348"
"TFOL","N","1373349"
"TFOM","N","1373350"
"TFON","N","1373351"
"TFOO","N","1373352"
"TFOP","N","1373353"
"TFOQ","N","1373354"
"TFOR","N","1373355"
"TFOS","N","1373356"
"TFOT","N","1373357"
"TFOU","N","1373358"
"TFOV","N","1373359"
"TFOW","N","1373360"
"TFOX","N","1373361"
"TFOY","N","1373362"
"TFOZ","N","1373363"
"TFP0","N","1373364"
"TFP1","N","1373365"
"TFP2","N","1373366"
"TFP3","N","1373367"
"TFP4","N","1373368"
"TFP5","N","1373369"
"TFP6","N","1373370"
"TFP7","N","1373371"
"TFP8","N","1373372"
"TFP9","N","1373373"
"TFPA","N","1373374"
"TFPB","N","1373375"
"TF2Z","N","1372571"
"TFPC","N","1373376"
"TFPD","N","1373377"
"TFPE","N","1373378"
"TFPF","N","1373379"
"TFPG","N","1373380"
"TFPH","N","1373381"
"TFPI","N","1373382"
"TFPJ","N","1373383"
"TFPK","N","1373384"
"TFPL","N","1373385"
"TFPM","N","1373386"
"TFPN","N","1373387"
"TFPO","N","1373388"
"TFPP","N","1373389"
"TFPQ","N","1373390"
"TFPR","N","1373391"
"TFPS","N","1373392"
"TFPT","N","1373393"
"TFPU","N","1373394"
"TFPV","N","1373395"
"TFPW","N","1373396"
"TFPX","N","1373397"
"TFPY","N","1373398"
"TFPZ","N","1373399"
"TFQ0","N","1373400"
"TFQ1","N","1373401"
"TFQ2","N","1373402"
"TFQ3","N","1373403"
"TFQ4","N","1373404"
"TFQ5","N","1373405"
"TFQ6","N","1373406"
"TFQ7","N","1373407"
"TFQ8","N","1373408"
"TFQ9","N","1373409"
"TFQA","N","1373410"
"TFQB","N","1373411"
"TFQC","N","1373412"
"TFQD","N","1373413"
"TFQE","N","1373414"
"TFQF","N","1373415"
"TFQG","N","1373416"
"TFQH","N","1373417"
"TFQI","N","1373418"
"TFQJ","N","1373419"
"TFQK","N","1373420"
"TFQL","N","1373421"
"TFQM","N","1373422"
"TFQN","N","1373423"
"TFQO","N","1373424"
"TFQP","N","1373425"
"TFQQ","N","1373426"
"TFQR","N","1373427"
"TFQS","N","1373428"
"TFQT","N","1373429"
"TFQU","N","1373430"
"TFQV","N","1373431"
"TFQW","N","1373432"
"TFQX","N","1373433"
"TFQY","N","1373434"
"TFQZ","N","1373435"
"TFR0","N","1373436"
"TFR1","N","1373437"
"TFR2","N","1373438"
"TFR3","N","1373439"
"TFR4","N","1373440"
"TFR5","N","1373441"
"TFR6","N","1373442"
"TFR7","N","1373443"
"TFR8","N","1373444"
"TFR9","N","1373445"
"TFRA","N","1373446"
"TFRB","N","1373447"
"TFRC","N","1373448"
"TFRD","N","1373449"
"TFRE","N","1373450"
"TFRF","N","1373451"
"TFRG","N","1373452"
"TFRH","N","1373453"
"TFRI","N","1373454"
"TFRJ","N","1373455"
"TFRK","N","1373456"
"TFRL","N","1373457"
"TFRM","N","1373458"
"TFRN","N","1373459"
"TFRO","N","1373460"
"TFRP","N","1373461"
"TFRQ","N","1373462"
"TFRR","N","1373463"
"TFRS","N","1373464"
"TFRT","N","1373465"
"TFRU","N","1373466"
"TFRV","N","1373467"
"TFRW","N","1373468"
"TFRX","N","1373469"
"TFRY","N","1373470"
"TFRZ","N","1373471"
"TFS0","N","1373472"
"TFS1","N","1373473"
"TFS2","N","1373474"
"TFS3","N","1373475"
"TFS4","N","1373476"
"TFS5","N","1373477"
"TFS6","N","1373478"
"TFS7","N","1373479"
"TFS8","N","1373480"
"TFS9","N","1373481"
"TFSA","N","1373482"
"TFSB","N","1373483"
"TFSC","N","1373484"
"TFSD","N","1373485"
"TFSE","N","1373486"
"TFSF","N","1373487"
"TFSG","N","1373488"
"TFSH","N","1373489"
"TFSI","N","1373490"
"TFSJ","N","1373491"
"TFSK","N","1373492"
"TFSL","N","1373493"
"TFSM","N","1373494"
"TFSN","N","1373495"
"TFSO","N","1373496"
"TFSP","N","1373497"
"TFSQ","N","1373498"
"TFSR","N","1373499"
"TFSS","N","1373500"
"TFST","N","1373501"
"TFSU","N","1373502"
"TFSV","N","1373503"
"TFSW","N","1373504"
"TFSX","N","1373505"
"TFSY","N","1373506"
"TFSZ","N","1373507"
"TFT0","N","1373508"
"TFT1","N","1373509"
"TFT2","N","1373510"
"TFT3","N","1373511"
"TFT4","N","1373512"
"TFT5","N","1373513"
"TFT6","N","1373514"
"TFT7","N","1373515"
"TFT8","N","1373516"
"TFT9","N","1373517"
"TFTA","N","1373518"
"TFTB","N","1373519"
"TFTC","N","1373520"
"TFTD","N","1373521"
"TFTE","N","1373522"
"TFTF","N","1373523"
"TFTG","N","1373524"
"TFTH","N","1373525"
"TFTI","N","1373526"
"TFTJ","N","1373527"
"TFTK","N","1373528"
"TFTL","N","1373529"
"TFTM","N","1373530"
"TFTN","N","1373531"
"TFTO","N","1373532"
"TFTP","N","1373533"
"TFTQ","N","1373534"
"TFTR","N","1373535"
"TFTS","N","1373536"
"TFTT","N","1373537"
"TFTU","N","1373538"
"TFTV","N","1373539"
"TFTW","N","1373540"
"TFTX","N","1373541"
"TFTY","N","1373542"
"TFTZ","N","1373543"
"TFU0","N","1373544"
"TFU1","N","1373545"
"TFU2","N","1373546"
"TFU3","N","1373547"
"TFU4","N","1373548"
"TFU5","N","1373549"
"TFU6","N","1373550"
"TFU7","N","1373551"
"TFU8","N","1373552"
"TFU9","N","1373553"
"TFUA","N","1373554"
"TFUB","N","1373555"
"TFUC","N","1373556"
"TFUD","N","1373557"
"TFUE","N","1373558"
"TFUF","N","1373559"
"TFUG","N","1373560"
"TFUH","N","1373561"
"TFUI","N","1373562"
"TFUJ","N","1373563"
"TFUK","N","1373564"
"TFUL","N","1373565"
"TFUM","N","1373566"
"TFUN","N","1373567"
"TFUO","N","1373568"
"TFUP","N","1373569"
"TFUQ","N","1373570"
"TFUR","N","1373571"
"TFUS","N","1373572"
"TFUT","N","1373573"
"TFUU","N","1373574"
"TFUV","N","1373575"
"TFUW","N","1373576"
"TFUX","N","1373577"
"TFUY","N","1373578"
"TFUZ","N","1373579"
"TFV0","N","1373580"
"TFV1","N","1373581"
"TFV2","N","1373582"
"TFV3","N","1373583"
"TFV4","N","1373584"
"TFV5","N","1373585"
"TFV6","N","1373586"
"TFV7","N","1373587"
"TFV8","N","1373588"
"TFV9","N","1373589"
"TFVA","N","1373590"
"TFVB","N","1373591"
"TFVC","N","1373592"
"TFVD","N","1373593"
"TFVE","N","1373594"
"TFVF","N","1373595"
"TFVG","N","1373596"
"TFVH","N","1373597"
"TFVI","N","1373598"
"TFVJ","N","1373599"
"TFVK","N","1373600"
"TFVL","N","1373601"
"TFVM","N","1373602"
"TFVN","N","1373603"
"TFVO","N","1373604"
"TFVP","N","1373605"
"TFVQ","N","1373606"
"TFVR","N","1373607"
"TFVS","N","1373608"
"TFVT","N","1373609"
"TFVU","N","1373610"
"TFVV","N","1373611"
"TFVW","N","1373612"
"TFVX","N","1373613"
"TFVY","N","1373614"
"TFVZ","N","1373615"
"TFW0","N","1373616"
"TFW1","N","1373617"
"TFW2","N","1373618"
"TFW3","N","1373619"
"TFW4","N","1373620"
"TFW5","N","1373621"
"TFW6","N","1373622"
"TFW7","N","1373623"
"TFW8","N","1373624"
"TFW9","N","1373625"
"TFWA","N","1373626"
"TFWB","N","1373627"
"TFWC","N","1373628"
"TFWD","N","1373629"
"TFWE","N","1373630"
"TFWF","N","1373631"
"TFWG","N","1373632"
"TFWH","N","1373633"
"TFWI","N","1373634"
"TFWJ","N","1373635"
"TFWK","N","1373636"
"TFWL","N","1373637"
"TFWM","N","1373638"
"TFWN","N","1373639"
"TFWO","N","1373640"
"TFWP","N","1373641"
"TFWQ","N","1373642"
"TFWR","N","1373643"
"TFWS","N","1373644"
"TFWT","N","1373645"
"TFWU","N","1373646"
"TFWV","N","1373647"
"TFWW","N","1373648"
"TFWX","N","1373649"
"TFWY","N","1373650"
"TFWZ","N","1373651"
"TFX0","N","1373652"
"TFX1","N","1373653"
"TFX2","N","1373654"
"TFX3","N","1373655"
"TFX4","N","1373656"
"TFX5","N","1373657"
"TFX6","N","1373658"
"TFX7","N","1373659"
"TFX8","N","1373660"
"TFX9","N","1373661"
"TFXA","N","1373662"
"TFXB","N","1373663"
"TFXC","N","1373664"
"TFXD","N","1373665"
"TFXE","N","1373666"
"TFXF","N","1373667"
"TFXG","N","1373668"
"TFXH","N","1373669"
"TFXI","N","1373670"
"TFXJ","N","1373671"
"TFXK","N","1373672"
"TFXL","N","1373673"
"TFXM","N","1373674"
"TFXN","N","1373675"
"TFXO","N","1373676"
"TFXP","N","1373677"
"TFXQ","N","1373678"
"TFXR","N","1373679"
"TFXS","N","1373680"
"TFXT","N","1373681"
"TFXU","N","1373682"
"TFXV","N","1373683"
"TFXW","N","1373684"
"TFXX","N","1373685"
"TFXY","N","1373686"
"TFXZ","N","1373687"
"TFY0","N","1373688"
"TFY1","N","1373689"
"TFY2","N","1373690"
"TFY3","N","1373691"
"TFY4","N","1373692"
"TFY5","N","1373693"
"TFY6","N","1373694"
"TFY7","N","1373695"
"TFY8","N","1373696"
"TFY9","N","1373697"
"TFYA","N","1373698"
"TFYB","N","1373699"
"TFYC","N","1373700"
"TFYD","N","1373701"
"TFYE","N","1373702"
"TFYF","N","1373703"
"TFYG","N","1373704"
"TFYH","N","1373705"
"TFYI","N","1373706"
"TFYJ","N","1373707"
"TFYK","N","1373708"
"TFYL","N","1373709"
"TFYM","N","1373710"
"TFYN","N","1373711"
"TFYO","N","1373712"
"TFYP","N","1373713"
"TFYQ","N","1373714"
"TFYR","N","1373715"
"TFYS","N","1373716"
"TFYT","N","1373717"
"TFYU","N","1373718"
"TFYV","N","1373719"
"TFYW","N","1373720"
"TFYX","N","1373721"
"TFYY","N","1373722"
"TFYZ","N","1373723"
"TFZ0","N","1373724"
"TFZ1","N","1373725"
"TFZ2","N","1373726"
"TFZ3","N","1373727"
"TFZ4","N","1373728"
"TFZ5","N","1373729"
"TFZ6","N","1373730"
"TFZ7","N","1373731"
"TFZ8","N","1373732"
"TFZ9","N","1373733"
"TFZA","N","1373734"
"TFZB","N","1373735"
"TFZC","N","1373736"
"TFZD","N","1373737"
"TFZE","N","1373738"
"TFZF","N","1373739"
"TFZG","N","1373740"
"TFZH","N","1373741"
"TFZI","N","1373742"
"TFZJ","N","1373743"
"TFZK","N","1373744"
"TFZL","N","1373745"
"TFZM","N","1373746"
"TFZN","N","1373747"
"TFZO","N","1373748"
"TFZP","N","1373749"
"TFZQ","N","1373750"
"TFZR","N","1373751"
"TFZS","N","1373752"
"TFZT","N","1373753"
"TFZU","N","1373754"
"TFZV","N","1373755"
"TFZW","N","1373756"
"TFZX","N","1373757"
"TFZY","N","1373758"
"TFZZ","N","1373759"
"TG00","N","1373760"
"TG01","N","1373761"
"TG02","N","1373762"
"TG03","N","1373763"
"TG04","N","1373764"
"TG05","N","1373765"
"TG06","N","1373766"
"TG07","N","1373767"
"TG08","N","1373768"
"TG09","N","1373769"
"TG0A","N","1373770"
"TG0B","N","1373771"
"TG0C","N","1373772"
